,Rank 1,Rank 2,Rank 3,Did Not Rank,Final Rank + Did Not Rank
Don Samuels,1020.00,1210.00,1386.00,814.00,2200.00
Kenya McKnight,336.00,792.00,1051.00,1149.00,2200.00
Lennie Chism,61.00,223.00,507.00,1693.00,2200.00
Natalie Johnson Lee,652.00,1086.00,1270.00,930.00,2200.00
Roger Smithrud,93.00,179.00,247.00,1953.00,2200.00
writeIns,8.00,22.00,32.00,2168.00,2200.00
