,Rank 1,Rank 2,Rank 3,Did Not Rank
IGOR A. TREGUB,2811.00,4891.00,5862.00,2604.00
MARGO SCHUELER,1216.00,3300.00,5262.00,3204.00
MARY BEHM-STEINBERG,345.00,1137.00,2248.00,6218.00
RASHI KESARWANI,3500.00,5081.00,5829.00,2637.00
