,Rank 1,Rank 2,Rank 3,Did Not Rank
Betsy Hodges,4141.00,4540.00,4723.00,1336.00
Joseph Henry,256.00,1758.00,2094.00,3965.00
Kris Broberg,1578.00,2186.00,2625.00,3434.00
writeIns,6.00,51.00,94.00,5965.00
