,Rank 1,Rank 2,Rank 3,Did Not Rank,Final Rank + Did Not Rank
Carol Kummer,31.59,46.24,51.50,48.50,100.00
Dan W. Peterson,3.93,8.04,13.14,86.86,100.00
Jason Stone,29.72,39.34,46.17,53.83,100.00
McClain Looney,1.61,4.03,6.92,93.08,100.00
Steve Barland,16.43,32.13,38.68,61.32,100.00
writeIns,0.37,0.60,0.74,99.26,100.00
