,Rank 1,Rank 2,Rank 3,Did Not Rank
BOB REUER,6.97,11.39,16.21,83.79
DAVID REGAN,1.85,5.32,8.01,91.99
LINEA PALMISANO,41.44,66.23,75.81,24.19
MATT PERRY,37.82,64.94,77.67,22.33
MISSY DURANT,9.18,29.43,59.19,40.81
writeIns,0.09,0.36,0.98,99.02
