,Rank 1,Rank 2,Rank 3,Did Not Rank,Final Rank + Did Not Rank
Bob Fine,7491.00,11240.00,12166.00,9432.00,21598.00
Brad Bourn,8084.00,10514.00,11586.00,10012.00,21598.00
Jennifer Zielinski,2273.00,4828.00,6608.00,14990.00,21598.00
"Robert M Schlosser ""Bob""",584.00,1796.00,3514.00,18084.00,21598.00
writeIns,56.00,183.00,304.00,21294.00,21598.00
