,Rank 1,Rank 2,Rank 3,Did Not Rank,Final Rank + Did Not Rank
ASALE CHANDLER,802.00,1776.00,2969.00,23288.00,26257.00
GLORIA BERRY,966.00,2240.00,4161.00,22096.00,26257.00
SHAMANN WALTON,9585.00,13928.00,15891.00,10366.00,26257.00
THEO ELLINGTON,4820.00,10070.00,12599.00,13658.00,26257.00
TONY KELLY,5679.00,8718.00,11255.00,15002.00,26257.00
UZURI PEASE-GREENE,1311.00,4361.00,7020.00,19237.00,26257.00
writeIns,31.00,44.00,60.00,26197.00,26257.00
