,Rank 1,Rank 2,Rank 3,Did Not Rank
HUBER TRENADO,30.28,45.46,53.45,46.55
MIKE HASSID,8.92,21.76,34.36,65.64
MIKE HUTCHINSON,13.00,22.62,29.91,70.09
ROSIE TORRES,29.33,46.61,55.38,44.62
