,Rank 1,Rank 2,Rank 3,Did Not Rank
BRAD BOURN,8903.00,11314.00,11324.00,7199.00
JOSH NEIMAN,4775.00,8663.00,8682.00,9841.00
writeIns,61.00,159.00,415.00,18108.00
