,Rank 1,Rank 2,Rank 3,Did Not Rank,Final Rank + Did Not Rank
Eric John Holmes,25.69,51.46,79.15,20.85,100.00
Greg Scargall,29.00,56.28,77.62,22.38,100.00
JoAnne Vigil Coppler,41.75,63.68,82.50,17.50,100.00
