,Rank 1,Rank 2,Rank 3,Did Not Rank,Final Rank + Did Not Rank
BILLY BOB WHITMER,2994.00,8629.00,16441.00,20228.00,36669.00
JULIAN P. LAGOS,5854.00,14826.00,17584.00,19085.00,36669.00
SEAN R. ELSBERND,22105.00,24532.00,28377.00,8292.00,36669.00
writeIns,212.00,303.00,433.00,36236.00,36669.00
