,Rank 1,Rank 2,Rank 3,Did Not Rank,Final Rank + Did Not Rank
BENJAMIN LANG,5298.00,10094.00,13798.00,12963.00,26761.00
JUMOKE HINTON HODGE,9694.00,13553.00,16330.00,10431.00,26761.00
RICHARD FUENTES,5547.00,10701.00,14426.00,12335.00,26761.00
writeIns,177.00,347.00,622.00,26139.00,26761.00
