,Rank 1,Rank 2,Rank 3,Did Not Rank,Final Rank + Did Not Rank
Don Samuels,46.36,55.00,63.00,37.00,100.00
Kenya McKnight,15.27,36.00,47.77,52.23,100.00
Lennie Chism,2.77,10.14,23.05,76.95,100.00
Natalie Johnson Lee,29.64,49.36,57.73,42.27,100.00
Roger Smithrud,4.23,8.14,11.23,88.77,100.00
writeIns,0.36,1.00,1.45,98.55,100.00
