,Rank 1,Rank 2,Rank 3,Did Not Rank
Kevin Reich,1997.00,2586.00,2790.00,1226.00
Larry Ranallo,941.00,1450.00,1866.00,2150.00
Mark Fox,153.00,408.00,690.00,3326.00
Susan Howitz Hanna,535.00,1501.00,1875.00,2141.00
Thomas Alessi,340.00,506.00,659.00,3357.00
writeIns,3.00,18.00,44.00,3972.00
