,Rank 1,Rank 2,Rank 3,Did Not Rank
BENJAMIN LANG,19.80,37.72,51.56,48.44
JUMOKE HINTON HODGE,36.22,50.64,61.02,38.98
RICHARD FUENTES,20.73,39.99,53.91,46.09
writeIns,0.66,1.30,2.32,97.68
