,Rank 1,Rank 2,Rank 3,Did Not Rank,Final Rank + Did Not Rank
CORINA N. LOPEZ,59.12,73.79,73.79,26.21,100.00
MAXINE OLIVER-BENSON,24.76,57.53,57.53,42.47,100.00
