,Rank 1,Rank 2,Rank 3,Did Not Rank,Final Rank + Did Not Rank
ED DONALDSON,809.00,2483.00,3851.00,12491.00,16342.00
MALIA COHEN,7176.00,9752.00,10606.00,5736.00,16342.00
MARLENE TRAN,2725.00,4796.00,6174.00,10168.00,16342.00
SHAWN M. RICHARD,995.00,2509.00,4548.00,11794.00,16342.00
TONY KELLY,3701.00,6100.00,8020.00,8322.00,16342.00
