,Rank 1,Rank 2,Rank 3,Did Not Rank
David A. Alvarado,704.00,808.00,1096.00,3139.00
Gregg A Iverson,734.00,2118.00,2217.00,2018.00
John Quincy,2551.00,3183.00,3257.00,978.00
writeIns,21.00,44.00,93.00,4142.00
