,Rank 1,Rank 2,Rank 3,Did Not Rank
Dave Bicking,816.00,1644.00,1845.00,1190.00
Gary Schiff,1818.00,2286.00,2422.00,613.00
Khalif Jama,83.00,476.00,879.00,2156.00
Todd J. Eberhardy,270.00,472.00,678.00,2357.00
writeIns,8.00,30.00,42.00,2993.00
