,Rank 1,Rank 2,Rank 3,Did Not Rank
Jono Cowgill,6794.00,9573.00,9582.00,8585.00
Tom Nordyke,6615.00,9852.00,9877.00,8290.00
writeIns,104.00,254.00,631.00,17536.00
