,Rank 1,Rank 2,Rank 3,Did Not Rank
Charlie Walker,481.00,1055.00,1804.00,14899.00
Dwayne Jusino,1723.00,2870.00,3593.00,13110.00
Espanola Jackson,1483.00,3262.00,4379.00,12324.00
Marie L. Harrison,1166.00,3151.00,4373.00,12330.00
Rodney Hampton Jr.,1196.00,2652.00,4029.00,12674.00
Sala Chandler,276.00,759.00,1517.00,15186.00
Sophie Maxwell,7997.00,9456.00,10275.00,6428.00
