,Rank 1,Rank 2,Rank 3,Did Not Rank
DEBORAH COX,16190.00,19809.00,21823.00,5944.00
EVA ARCE,3951.00,11118.00,16819.00,10948.00
KENNETH PON,4708.00,11365.00,17275.00,10492.00
