,Rank 1,Rank 2,Rank 3,Did Not Rank,Final Rank + Did Not Rank
ED DONALDSON,4.95,15.19,23.57,76.43,100.00
MALIA COHEN,43.91,59.67,64.90,35.10,100.00
MARLENE TRAN,16.67,29.35,37.78,62.22,100.00
SHAWN M. RICHARD,6.09,15.35,27.83,72.17,100.00
TONY KELLY,22.65,37.33,49.08,50.92,100.00
