,Rank 1,Rank 2,Rank 3,Did Not Rank,Final Rank + Did Not Rank
COURTNEY RUBY,65335.00,85205.00,85595.00,36673.00,122268.00
MICHAEL KILIAN,31086.00,67716.00,68155.00,54113.00,122268.00
writeIns,1204.00,3130.00,11034.00,111234.00,122268.00
