,Rank 1,Rank 2,Rank 3,Did Not Rank
BENJAMIN LANG,15.17,36.44,49.59,50.41
JUMOKE HINTON HODGE,30.77,43.42,53.56,46.44
KHARYSHI ''MS. K'' WIGINTON,25.57,42.38,53.13,46.87
LUCKY NARAIN,5.58,10.31,17.44,82.56
MISTY CROSS,0.13,0.17,0.18,99.82
