,Rank 1,Rank 2,Rank 3,Did Not Rank
BLONG YANG,1475.00,2233.00,2736.00,886.00
BRETT BUCKNER,746.00,1421.00,2027.00,1595.00
IAN ALEXANDER,1048.00,1759.00,2205.00,1417.00
KALE R. SEVERSON,220.00,491.00,824.00,2798.00
writeIns,10.00,24.00,50.00,3572.00
