,Rank 1,Rank 2,Rank 3,Did Not Rank
CLINTON KILLIAN,4.76,12.31,20.35,79.65
DANIEL SWAFFORD,9.83,21.89,30.83,69.17
JASON GILLEN,2.22,5.54,11.09,88.91
JILL BROADHURST,20.13,37.91,48.87,51.13
LIBBY SCHAAF,36.66,51.59,59.47,40.53
MELANIE SHELBY,10.31,20.05,29.25,70.75
RALPH KANZ,3.70,8.97,14.47,85.53
writeIns,0.29,0.62,1.06,98.94
