,Rank 1,Rank 2,Rank 3,Did Not Rank
FRED DODSWORTH,2175.00,3953.00,4831.00,3647.00
ISABELLE GASTON,929.00,2711.00,4294.00,4184.00
SUSAN WENGRAF,4358.00,5517.00,6163.00,2315.00
