,Rank 1,Rank 2,Rank 3,Did Not Rank
Jon Olson,2874.00,3701.00,3710.00,2234.00
Michael Guest,2183.00,3117.00,3123.00,2821.00
writeIns,43.00,84.00,163.00,5781.00
