,Rank 1,Rank 2,Rank 3,Did Not Rank
Erica Mauter,2696.00,5117.00,6632.00,2960.00
Jeremy Schroeder,3230.00,5947.00,7228.00,2364.00
John Quincy,3200.00,5124.00,6987.00,2605.00
writeIns,34.00,62.00,192.00,9400.00
