,Rank 1,Rank 2,Rank 3,Did Not Rank,Final Rank + Did Not Rank
AIMEE ENG,58.24,68.20,68.20,31.80,100.00
WILLIAM ''BO'' GHIRARDELLI,18.33,43.39,43.39,56.61,100.00
