,Rank 1,Rank 2,Rank 3,Did Not Rank
CLINTON KILLIAN,1138.00,2940.00,4860.00,19024.00
DANIEL SWAFFORD,2348.00,5229.00,7363.00,16521.00
JASON GILLEN,530.00,1323.00,2649.00,21235.00
JILL BROADHURST,4807.00,9054.00,11672.00,12212.00
LIBBY SCHAAF,8756.00,12321.00,14205.00,9679.00
MELANIE SHELBY,2463.00,4788.00,6985.00,16899.00
RALPH KANZ,883.00,2143.00,3457.00,20427.00
writeIns,69.00,147.00,253.00,23631.00
