,Rank 1,Rank 2,Rank 3,Did Not Rank,Final Rank + Did Not Rank
CHRIS CUNNIE,51602.00,86583.00,107451.00,89791.00,197242.00
DAVID WONG,11360.00,24156.00,42271.00,154971.00,197242.00
PAUL MIYAMOTO,49814.00,88474.00,108453.00,88789.00,197242.00
ROSS MIRKARIMI,70457.00,97171.00,115206.00,82036.00,197242.00
