,Rank 1,Rank 2,Rank 3,Did Not Rank,Final Rank + Did Not Rank
AK Hassan,7094.00,9552.00,10249.00,6352.00,16601.00
Abdi Gurhan Mohamed,5415.00,8547.00,9639.00,6962.00,16601.00
Charles Exner,2069.00,3561.00,6024.00,10577.00,16601.00
writeIns,52.00,145.00,242.00,16359.00,16601.00
