,Rank 1,Rank 2,Rank 3,Did Not Rank,Final Rank + Did Not Rank
Arron Peskin,16177.00,19055.00,20634.00,7683.00,28317.00
Brian Murphy 0'flynn,4604.00,11397.00,15562.00,12755.00,28317.00
Eugene Chi-ching Wong,3569.00,8713.00,12397.00,15920.00,28317.00
Sal Busalacchi,1555.00,5483.00,12005.00,16312.00,28317.00
