,Rank 1,Rank 2,Rank 3,Did Not Rank
ANTHONY Di DONATO,2.99,8.67,17.83,82.17
JASPER KINGETER,19.89,41.74,52.94,47.06
LINDA MAIO,58.12,68.53,74.45,25.55
MERRILIE MITCHELL,7.41,25.46,40.10,59.90
writeIns,0.30,0.53,0.86,99.14
