,Rank 1,Rank 2,Rank 3,Did Not Rank
ADAM KIM,515.00,1619.00,3377.00,28035.00
ARTHUR TOM,2441.00,5308.00,7838.00,23574.00
GORDON MAR,10314.00,14208.00,16540.00,14872.00
JESSICA HO,7444.00,11602.00,13869.00,17543.00
LOU ANN BASSAN,2183.00,4104.00,6225.00,25187.00
MIKE MURPHY,1182.00,3624.00,5712.00,25700.00
TREVOR MCNEIL,3490.00,7544.00,10297.00,21115.00
TUAN NGUYEN,853.00,2136.00,3656.00,27756.00
