,Rank 1,Rank 2,Rank 3,Did Not Rank
ASALE CHANDLER,3.05,6.76,11.31,88.69
GLORIA BERRY,3.68,8.53,15.85,84.15
SHAMANN WALTON,36.50,53.04,60.52,39.48
THEO ELLINGTON,18.36,38.35,47.98,52.02
TONY KELLY,21.63,33.20,42.86,57.14
UZURI PEASE-GREENE,4.99,16.61,26.74,73.26
writeIns,0.12,0.17,0.23,99.77
