,Rank 1,Rank 2,Rank 3,Did Not Rank,Final Rank + Did Not Rank
Bruce Lundeen,5.30,7.74,11.22,88.78,100.00
David Schorn,8.96,30.96,57.29,42.71,100.00
Lisa Bender,61.76,73.51,79.70,20.30,100.00
Saralyn Romanishan,19.74,48.15,61.64,38.36,100.00
writeIns,0.25,1.35,2.43,97.57,100.00
