,Rank 1,Rank 2,Rank 3,Did Not Rank,Final Rank + Did Not Rank
Andy Exley,165.00,423.00,611.00,1371.00,1982.00
Bruce Lundeen,60.00,198.00,370.00,1612.00,1982.00
Laura Jean,231.00,547.00,733.00,1249.00,1982.00
M. Cali,158.00,282.00,429.00,1553.00,1982.00
Michael Tupper,292.00,504.00,639.00,1343.00,1982.00
Robert Lilligren,1020.00,1224.00,1313.00,669.00,1982.00
writeIns,4.00,11.00,24.00,1958.00,1982.00
