,Rank 1,Rank 2,Rank 3,Did Not Rank
CORINA LOPEZ,7906.00,10457.00,12427.00,4773.00
LEAH HALL,3486.00,6879.00,10667.00,6533.00
MIA OUSLEY,3292.00,7737.00,10609.00,6591.00
