,Rank 1,Rank 2,Rank 3,Did Not Rank
DESLEY BROOKS,38.54,47.64,54.32,45.68
JAMES MOORE,8.16,25.03,42.33,57.67
MICHAEL V. JOHNSON,15.69,31.96,47.52,52.48
SHEREDA F. NOSAKHARE,27.09,46.90,55.67,44.33
VICENTE CRUZ,0.66,0.79,0.85,99.15
