,Rank 1,Rank 2,Rank 3,Did Not Rank
ABDI ABDULLE,286.00,724.00,1263.00,3047.00
ALONDRA CANO,1698.00,2738.00,3063.00,1247.00
CHARLES CURTIS,338.00,718.00,1105.00,3205.00
GREGORY MCDONALD,117.00,328.00,592.00,3718.00
PAT FLEETHAM,153.00,540.00,1031.00,3279.00
TY MOORE,1569.00,2339.00,2633.00,1677.00
writeIns,18.00,51.00,94.00,4216.00
