,Rank 1,Rank 2,Rank 3,Did Not Rank,Final Rank + Did Not Rank
"MANOHAR ""MANO"" RAJU",161318.00,161318.00,161318.00,44799.00,206117.00
writeIns,5.00,12.00,12.00,206105.00,206117.00
