,Rank 1,Rank 2,Rank 3,Did Not Rank
Andrea Fahrenkrug,2691.00,6687.00,8753.00,11862.00
Bill Shroyer,3990.00,6924.00,10041.00,10574.00
Steffanie Musich,9466.00,12195.00,13183.00,7432.00
writeIns,91.00,181.00,300.00,20315.00
