,Rank 1,Rank 2,Rank 3,Did Not Rank,Final Rank + Did Not Rank
ALICE A. SPEARMAN,5966.00,9907.00,9956.00,6484.00,16440.00
JAMES HARRIS,7986.00,11098.00,11132.00,5308.00,16440.00
writeIns,154.00,415.00,1221.00,15219.00,16440.00
