,Rank 1,Rank 2,Rank 3,Did Not Rank,Final Rank + Did Not Rank
Brad Bourn,4023.00,4889.00,5323.00,4863.00,10186.00
Geneva Hanvik,277.00,788.00,1329.00,8857.00,10186.00
Meg Forney,3040.00,4839.00,5274.00,4912.00,10186.00
Steven Jecha,978.00,1909.00,2597.00,7589.00,10186.00
writeIns,36.00,60.00,86.00,10100.00,10186.00
