,Rank 1,Rank 2,Rank 3,Did Not Rank,Final Rank + Did Not Rank
CAROL LIBBRECHT,120.00,144.00,151.00,23343.00,23494.00
"DAVID L. ANDERSON, SR.",6742.00,14318.00,14413.00,9081.00,23494.00
MICHAEL J. GREGORY,13030.00,16659.00,16768.00,6726.00,23494.00
writeIns,152.00,548.00,1784.00,21710.00,23494.00
