,Rank 1,Rank 2,Rank 3,Did Not Rank
Andy Exley,8.32,21.34,30.83,69.17
Bruce Lundeen,3.03,9.99,18.67,81.33
Laura Jean,11.65,27.60,36.98,63.02
M. Cali,7.97,14.23,21.64,78.36
Michael Tupper,14.73,25.43,32.24,67.76
Robert Lilligren,51.46,61.76,66.25,33.75
writeIns,0.20,0.55,1.21,98.79
