,Rank 1,Rank 2,Rank 3,Did Not Rank,Final Rank + Did Not Rank
DAN DILLMAN,2246.00,4463.00,10151.00,7049.00,17200.00
DIANA SOUZA,5950.00,10845.00,12327.00,4873.00,17200.00
GREGG DALY,124.00,199.00,233.00,16967.00,17200.00
PAULINE RUSSO CUTTER,7889.00,12163.00,13384.00,3816.00,17200.00
