,Rank 1,Rank 2,Rank 3,Did Not Rank,Final Rank + Did Not Rank
DESLEY BROOKS,8282.00,9619.00,11088.00,2952.00,14040.00
JOSE DORADO,2767.00,5738.00,8852.00,5188.00,14040.00
NANCY SIDEBOTHAM,1777.00,6364.00,8736.00,5304.00,14040.00
writeIns,85.00,225.00,457.00,13583.00,14040.00
