,Rank 1,Rank 2,Rank 3,Did Not Rank,Final Rank + Did Not Rank
"DAVID L. ANDERSON, SR.",2048.00,3944.00,6145.00,11055.00,17200.00
DEBORAH COX,6552.00,9876.00,11556.00,5644.00,17200.00
KENNETH PON,3365.00,6468.00,9268.00,7932.00,17200.00
MIKE KATZ-LACABE,3480.00,6365.00,8877.00,8323.00,17200.00
