,Rank 1,Rank 2,Rank 3,Did Not Rank
ALICE A. SPEARMAN,36.29,60.26,60.56,39.44
JAMES HARRIS,48.58,67.51,67.71,32.29
writeIns,0.94,2.52,7.43,92.57
