,Rank 1,Rank 2,Rank 3,Did Not Rank,Final Rank + Did Not Rank
Bernie Kunza,909.00,1856.00,2303.00,4604.00,6907.00
John Malone,565.00,1218.00,1854.00,5053.00,6907.00
Liz Wielinski,4335.00,4700.00,4945.00,1962.00,6907.00
writeIns,33.00,58.00,86.00,6821.00,6907.00
