,Rank 1,Rank 2,Rank 3,Did Not Rank,Final Rank + Did Not Rank
Barbara Gelman,49874.00,84772.00,108912.00,203859.00,312771.00
Bernardo Tuma,18205.00,36115.00,52917.00,259854.00,312771.00
Beverly Davidson,27340.00,50784.00,80762.00,232009.00,312771.00
Dale Washam,65676.00,92014.00,112135.00,200636.00,312771.00
Jan Shabro,50023.00,87578.00,121215.00,191556.00,312771.00
Terry Lee,50278.00,88823.00,113988.00,198783.00,312771.00
writeIns,1051.00,1548.00,2028.00,310743.00,312771.00
