,Rank 1,Rank 2,Rank 3,Did Not Rank
AL G. MURRAY,1.61,7.44,21.70,78.30
BEN BARTLETT,49.06,64.08,71.27,28.73
DEBORAH MATTHEWS,17.91,36.12,47.11,52.89
MARK A. COPLAN,17.44,40.84,54.59,45.41
