,Rank 1,Rank 2,Rank 3,Did Not Rank,Final Rank + Did Not Rank
Abdi Warsame,3629.00,4786.00,4915.00,2482.00,7397.00
Fadumo Yusuf,183.00,456.00,1018.00,6379.00,7397.00
Mohamud Noor,3390.00,4205.00,4291.00,3106.00,7397.00
Tiffini Forslund,6.00,8.00,11.00,7386.00,7397.00
writeIns,26.00,66.00,180.00,7217.00,7397.00
