,Rank 1,Rank 2,Rank 3,Did Not Rank,Final Rank + Did Not Rank
BEN GOULD,1914.00,3700.00,4281.00,1756.00,6037.00
GREGORY MAGOFNA,667.00,2058.00,3784.00,2253.00,6037.00
KATE HARRISON,2892.00,3939.00,4601.00,1436.00,6037.00
