,Rank 1,Rank 2,Rank 3,Did Not Rank
BEVERLY WILLIAMS,1499.00,4810.00,8614.00,8400.00
LARRY E. REID,8725.00,10577.00,12241.00,4773.00
SHERYL WALTON,4734.00,8789.00,10334.00,6680.00
writeIns,107.00,239.00,437.00,16577.00
