,Rank 1,Rank 2,Rank 3,Did Not Rank
ABEL GUILLEN,31.95,48.00,58.01,41.99
ANDREW PARK,17.00,34.70,47.92,52.08
DANA KING,29.16,45.06,53.50,46.50
KEN MAXEY,2.03,5.45,10.91,89.09
KEVIN BLACKBURN,8.49,22.34,36.15,63.85
