,Rank 1,Rank 2,Rank 3,Did Not Rank,Final Rank + Did Not Rank
ANDREW BLEY,825.00,1936.00,3528.00,31823.00,35351.00
F. X. FRANCIS XAVIER CROWLEY,7746.00,13455.00,16670.00,18681.00,35351.00
GLENN ROGERS,597.00,1604.00,2828.00,32523.00,35351.00
JOEL ENGARDIO,4168.00,7033.00,10880.00,24471.00,35351.00
JULIAN P. LAGOS,1091.00,2882.00,4594.00,30757.00,35351.00
LYNN GAVIN,719.00,1899.00,3347.00,32004.00,35351.00
MICHAEL GARCIA,5512.00,9844.00,12645.00,22706.00,35351.00
NORMAN YEE,9182.00,13991.00,16708.00,18643.00,35351.00
ROBERT J. SQUERI,1545.00,4004.00,6204.00,29147.00,35351.00
