,Rank 1,Rank 2,Rank 3,Did Not Rank,Final Rank + Did Not Rank
LAURIE CAPITELLI,4333.00,5665.00,5678.00,3089.00,8767.00
SOPHIE HAHN,3623.00,5235.00,5245.00,3522.00,8767.00
writeIns,28.00,113.00,241.00,8526.00,8767.00
