,Rank 1,Rank 2,Rank 3,Did Not Rank
AHSHA SAFAI,33.80,45.56,52.43,47.57
BERTA HERNANDEZ,5.74,17.38,32.53,67.47
FRANCISCO HERRERA,9.35,26.78,40.08,59.92
KIM ALVARENGA,30.95,45.89,54.18,45.82
MAGDALENA DE GUZMAN,10.78,24.41,37.92,62.08
