,Rank 1,Rank 2,Rank 3,Did Not Rank
ABEL GUILLÉN,8323.00,13212.00,15623.00,8054.00
KENZIE DONTE SMITH,1349.00,5931.00,10935.00,12742.00
NIKKI FORTUNATO BAS,11310.00,15914.00,16992.00,6685.00
